Record Length,1.024000e+03,,          0.00000, -34.96910,
Sample Interval,1.233033e+02,,        123.30335, -38.16910,
Trigger Point,0.000000000000e+00,,        246.60669, -57.76910,
,,,        369.91004, -60.96910,
,,,        493.21338, -56.96910,
,,,        616.51673, -40.96910,
Source,MATH,,        739.82008, -20.96910,
Vertical Units,dB,,        863.12342, -10.96910,
Vertical Scale,1.000000e+01,,        986.42677, -13.76910,
Vertical Offset,0.000000e+00,,       1109.73011, -34.56910,
Horizontal Units,Hz,,       1233.03346, -47.36910,
Horizontal Scale,1.262626e+04,,       1356.33681, -57.36910,
Pt Fmt,Y,,       1479.64015, -60.96910,
Yzero,-2.096910e+01,,       1602.94350, -60.96910,
Probe Atten,1.000000e+01,,       1726.24684, -51.76910,
Firmware Version,FV:v6.08,,       1849.55019, -51.76910,
,,,1972.85354, -60.96910,
,,,2096.15689, -56.96910,
,,,2219.46024, -60.96910,
,,,2342.76359, -60.96910,
,,,2466.06694, -60.96910,
,,,2589.37029, -60.96910,
,,,2712.67364, -56.96910,
,,,2835.97699, -60.96910,
,,,2959.28034, -60.96910,
,,,3082.58369, -59.76910,
,,,3205.88704, -60.96910,
,,,3329.19039, -60.96910,
,,,3452.49374, -60.96910,
,,,3575.79709, -60.96910,
,,,3699.10044, -60.96910,
,,,3822.40379, -60.96910,
,,,3945.70714, -59.76910,
,,,4069.01049, -60.96910,
,,,4192.31384, -60.96910,
,,,4315.61719, -59.76910,
,,,4438.92054, -59.76910,
,,,4562.22389, -60.96910,
,,,4685.52724, -60.96910,
,,,4808.83059, -60.96910,
,,,4932.13394, -60.96910,
,,,5055.43729, -60.96910,
,,,5178.74064, -60.96910,
,,,5302.04399, -60.96910,
,,,5425.34734, -59.76910,
,,,5548.65069, -60.96910,
,,,5671.95404, -60.96910,
,,,5795.25739, -60.96910,
,,,5918.56074, -60.96910,
,,,6041.86409, -60.96910,
,,,6165.16744, -59.76910,
,,,6288.47079, -59.76910,
,,,6411.77414, -60.96910,
,,,6535.07749, -60.96910,
,,,6658.38084, -60.96910,
,,,6781.68419, -60.96910,
,,,6904.98754, -60.96910,
,,,7028.29089, -60.96910,
,,,7151.59424, -60.96910,
,,,7274.89759, -59.76910,
,,,7398.20094, -60.96910,
,,,7521.50429, -60.96910,
,,,7644.80764, -60.96910,
,,,7768.11099, -60.96910,
,,,7891.41434, -59.76910,
,,,8014.71769, -60.96910,
,,,8138.02104, -60.96910,
,,,8261.32439, -55.76910,
,,,8384.62774, -60.96910,
,,,8507.93109, -60.96910,
,,,8631.23444, -60.96910,
,,,8754.53779, -60.96910,
,,,8877.84114, -60.96910,
,,,9001.14449, -60.96910,
,,,9124.44784, -60.96910,
,,,9247.75119, -60.96910,
,,,9371.05454, -59.76910,
,,,9494.35789, -60.96910,
,,,9617.66124, -60.96910,
,,,9740.96459, -60.96910,
,,,9864.26794, -60.96910,
,,,9987.57129, -60.96910,
,,,10110.87464, -60.96910,
,,,10234.17799, -60.96910,
,,,10357.48134, -59.76910,
,,,10480.78469, -60.96910,
,,,10604.08804, -60.96910,
,,,10727.39139, -60.96910,
,,,10850.69474, -60.96910,
,,,10973.99809, -60.96910,
,,,11097.30144, -60.96910,
,,,11220.60479, -60.96910,
,,,11343.90814, -60.96910,
,,,11467.21149, -59.76910,
,,,11590.51484, -59.76910,
,,,11713.81819, -60.96910,
,,,11837.12154, -60.96910,
,,,11960.42489, -60.96910,
,,,12083.72824, -59.76910,
,,,12207.03159, -60.96910,
,,,12330.33494, -60.96910,
,,,12453.63829, -60.96910,
,,,12576.94164, -60.96910,
,,,12700.24499, -60.96910,
,,,12823.54834, -60.96910,
,,,12946.85169, -60.96910,
,,,13070.15504, -60.96910,
,,,13193.45839, -60.96910,
,,,13316.76174, -60.96910,
,,,13440.06509, -60.96910,
,,,13563.36844, -60.96910,
,,,13686.67179, -60.96910,
,,,13809.97514, -60.96910,
,,,13933.27849, -60.96910,
,,,14056.58184, -60.96910,
,,,14179.88519, -60.96910,
,,,14303.18854, -60.96910,
,,,14426.49189, -60.96910,
,,,14549.79524, -60.96910,
,,,14673.09859, -60.96910,
,,,14796.40194, -60.96910,
